Cage Size,H3 Bird New Reg Price - changed 1-31-2019,H3 Bird New Sale Price - changed 1-31-2019,H3 reptile New Reg Price - changed 1-31-2019,H3 reptile New Sale Price - changed 1-31-2019,H3 Hood/Stand w cage price - changed 1-31-2019,H3 sys A POF/POT Price - changed 8/2011,H3 sys B POF/POT Price - changed 8/2015,H3 Rem Div Price  - changed 8/2015,H3 Cover Price - changed 10/2017 ,,H2 Bird New Reg Price - changed 1-31-2019,H2 Bird New Sale Price - changed1-31-2019,H2 reptile New Reg Price - changed 1-31-2019,H2 reptile New Sale Price - changed 1-31-2019,H2 Hood/Stand w cage price - changed 1-31-2019,H2 sys A POF/POT Price - changed 8/2011,H2 sys B POF/POT Price - changed 8/2015,H2 Rem Div Price  - changed 8/2015,H2 Cover Price - changed 10/2017,,Majestic New Bird Regular Price - changed 8/2011,Majestic New Bird Regular Price - changed 2016,Majestic New Bird Sale Price - changed 8/2011,Majestic New Bird Sale Price - changed 2016,Majestic New Reptile Regular Price - changed 8/2011,Majestic New Reptile Regular Price - changed 2016,Majestic New Reptile Sale Price - changed 8/2011,Majestic New Reptile Sale Price - changed 2016,Majestic Hood/Stands No Door - changed 8/2011,Majestic Hood/Stands No Door - changed 2015,Majestic Hood/Stands with Door - changed 8/2011,Majestic Hood/Stands No Door - changed 2019,Majestic Hood/Stands with Door - changed 2015,POT B Price - changed 8/2011,Majestic Hood/Stands with Door - changed 2019,POT B Price - changed 2015,Majestic Rem. Div. Price - changed 8/2011,Majestic Rem. Div. Price - changed 2015,Majestic Cover Price - changed 8/2011,Majestic Cover Price - changed 2015
48-72-12,"1,600.31", ,"1,477.22", ,"1,178.64",N/A**,322.95,166.95,590.97,,"1,247.51", ,"1,124.42", ,839.94,N/A**,322.95,186.95,590.97,,"2,804.95","4,113.84", , ,"2,749.95","4,003.94", , ,"1,220.95","1,367.95",2204.95,1532.104,2535.95,491.95,2840.264,550.95,198.95,222.95,282.95,590.97
48-72-18,"1,847.78", ,"1,663.14", ,"1,310.17",N/A**,415.95,217.95,609.84,,"1,474.82", ,"1,290.18", ,953.06,N/A**,415.95,244.95,609.84,,"2,992.95","4,377.11", , ,"2,892.95","4,212.26", , ,"1,382.95","1,548.95",2366.95,1734.824,2721.95,565.95,3048.584,633.95,252.95,283.95,291.95,609.84
48-72-24,"2,098.60", ,"1,852.42", ,"1,444.56",N/A**,510.95,270.95,628.68,,"1,702.12", ,"1,455.94", ,"1,067.30",N/A**,510.95,303.95,628.68,,"3,182.95","4,642.62", , ,"3,036.95","4,422.82", , ,"1,544.95","1,730.95",2530.95,1938.664,2910.95,638.95,3260.264,715.95,306.95,343.95,299.95,628.68
48-72-30,"2,388.62", ,"2,080.90", ,"1,612.27",N/A**,646.95,355.95,647.55,,"1,948.46", ,"1,640.74", ,"1,198.34",N/A**,646.95,398.95,647.55,,"3,371.95","4,907.01", , ,"3,180.95","4,632.26", , ,"1,706.95","1,911.95",2693.95,2141.384,3098.95,746.95,3470.824,836.95,395.95,443.95,309.95,647.55
48-72-36,"2,645.05","2,421.53","2,275.78","2,052.27","1,751.42",N/A**,740.95,407.95,666.42,,"2,180.25", ,"1,810.98", ,"1,315.94",N/A**,740.95,456.95,666.42,,"3,561.95","5,170.28","3,250.95","4,686.23","3,323.95","4,840.58","3,012.95","4,356.53","1,870.95","2,095.95",2855.95,2347.464,3284.95,820.95,3679.144,919.95,448.95,502.95,318.95,666.42
48-72-42,"2,982.11", ,"2,551.30", ,"1,959.11",N/A**,835.95,458.95,685.26,,"2,448.99", ,"2,018.18", ,"1,458.18",N/A**,835.95,514.95,685.26,,"3,749.95","5,435.79", , ,"3,468.95","5,051.14", , ,"2,033.95","2,278.95",3017.95,2552.424,3470.95,894.95,3887.464,1002.95,501.95,562.95,327.95,685.26
48-72-48,"3,238.54", ,"2,746.18", ,"2,098.26",N/A**,930.95,510.95,704.13,,"2,679.66", ,"2,187.30", ,"1,575.78",N/A**,930.95,572.95,704.13,,"3,939.95","5,702.42", , ,"3,613.95","5,262.82", , ,"2,196.95","2,460.95",3180.95,2756.264,3658.95,969.95,4098.024,1086.95,554.95,621.95,336.95,704.13
48-72-60,"4,439.06", ,"3,823.62", ,"2,961.08",N/A**,"1,240.95",614.95,836.16,,"3,564.34", ,"2,948.90", ,"2,215.30",N/A**,"1,240.95",688.95,836.16,,"4,316.95","6,227.84", , ,"3,899.95","5,678.34", , ,"2,520.95","2,823.95",3506.95,3162.824,4032.95,1199.95,4516.904,1343.95,663.95,743.95,399.95,836.16
48-84-12,"2,223.98", ,"2,092.10", ,"1,689.79",N/A**,400.95,166.95,647.55,,"1,687.50", ,"1,555.62", ,"1,229.70",N/A**,400.95,186.95,647.55,,"3,285.95","4,819.45", , ,"3,228.95","4,701.70", , ,"1,455.95","1,630.95",2617.95,1826.664,3010.95,457.95,3372.264,512.95,198.95,222.95,309.95,647.55
48-84-18,"2,525.12", ,"2,327.30", ,"1,859.46",N/A**,518.95,217.95,666.42,,"1,950.56", ,"1,752.74", ,"1,373.06",N/A**,518.95,244.95,666.42,,"3,514.95","5,141.53", , ,"3,409.95","4,964.90", , ,"1,639.95","1,836.95",2800.95,2057.384,3221.95,548.95,3608.584,614.95,252.95,283.95,318.95,666.42
48-84-24,"2,825.14", ,"2,561.38", ,"2,028.18",N/A**,634.95,270.95,685.26,,"2,215.86", ,"1,952.10", ,"1,514.18",N/A**,634.95,303.95,685.26,,"3,742.95","5,462.48", , ,"3,589.95","5,226.98", , ,"1,823.95","2,042.95",2985.95,2288.104,3433.95,638.95,3846.024,715.95,306.95,343.95,327.95,685.26
48-84-30,"3,124.04", ,"2,794.34", ,"2,195.94",N/A**,751.95,320.95,704.13,,"2,480.04", ,"2,150.34", ,"1,655.30",N/A**,751.95,359.95,704.13,,"3,969.95","5,781.20", , ,"3,767.95","5,486.82", , ,"2,007.95","2,248.95",3169.95,2518.824,3645.95,728.95,4083.464,816.95,360.95,404.95,336.95,704.13
48-84-36,"3,424.06", ,"3,028.42", ,"2,364.66",N/A**,869.95,372.95,723,,"2,745.34", ,"2,349.70", ,"1,798.66",N/A**,869.95,417.95,723,,"4,199.95","6,101.03", , ,"3,946.95","5,747.78", , ,"2,190.95","2,453.95",3353.95,2748.424,3857.95,820.95,4320.904,919.95,412.95,462.95,344.95,723
48-84-42,"3,801.36", ,"3,339.78", ,"2,599.07",N/A**,985.95,424.95,741.84,,"3,046.48", ,"2,584.90", ,"1,966.66",N/A**,985.95,475.95,741.84,,"4,427.95","6,421.99", , ,"4,126.95","6,009.86", , ,"2,375.95","2,661.95",3536.95,2981.384,4067.95,910.95,4556.104,1020.95,467.95,524.95,354.95,741.84
48-84-48,"4,229.06", ,"3,701.54", ,"2,876.31",N/A**,"1,165.95",510.95,760.71,,"3,370.02", ,"2,842.50", ,"2,162.66",N/A**,"1,165.95",572.95,760.71,,"4,654.95","6,740.70", , ,"4,305.95","6,269.70", , ,"2,558.95","2,866.95",3721.95,3210.984,4280.95,1051.95,4794.664,1178.95,554.95,621.95,363.95,760.71
48-84-60,"4,861.58", ,"4,202.18", ,"3,241.36",N/A**,"1,403.95",614.95,892.74,,"3,912.94", ,"3,253.54", ,"2,458.34",N/A**,"1,403.95",688.95,892.74,,"5,111.95","7,381.49", , ,"4,664.95","6,792.74", , ,"2,927.95","3,279.95",4087.95,3673.544,4701.95,1236.95,5266.184,1385.95,663.95,743.95,426.95,892.74
48-96-12,"2,378.38", ,"2,237.70", ,"1,802.05",N/A**,444.95,166.95,704.13,,"1,808.30", ,"1,667.62", ,"1,309.22",N/A**,444.95,186.95,704.13,,"3,484.95","5,111.78", , ,"3,423.95","4,986.18", , ,"1,585.95","1,776.95",2862.95,1990.184,3292.95,510.95,3688.104,572.95,198.95,222.95,336.95,704.13
48-96-18,"2,700.71", ,"2,489.70", ,"1,982.25",N/A**,575.95,217.95,723,,"2,097.03", ,"1,886.02", ,"1,464.90",N/A**,575.95,244.95,723,,"3,721.95","5,441.14", , ,"3,606.95","5,252.74", , ,"1,779.95","1,993.95",3057.95,2233.224,3516.95,611.95,3938.984,685.95,252.95,283.95,344.95,723
48-96-24,"3,023.05", ,"2,741.70", ,"2,162.45",488.94,707.95,270.95,741.84,,"2,383.53", ,"2,102.18", ,"1,622.82",N/A**,707.95,303.95,741.84,,"3,958.95","5,769.38", , ,"3,789.95","5,518.18", , ,"1,974.95","2,211.95",3251.95,2477.384,3739.95,714.95,4188.744,800.95,306.95,343.95,354.95,741.84
48-96-30,"3,345.38", ,"2,993.70", ,"2,342.65",629.34,838.95,320.95,760.71,,"2,668.90", ,"2,317.22", ,"1,779.62",N/A**,838.95,359.95,760.71,,"4,194.95","6,102.10", , ,"3,974.95","5,788.10", , ,"2,169.95","2,430.95",3445.95,2722.664,3962.95,816.95,4438.504,914.95,360.95,404.95,363.95,760.71
48-96-36,"3,669.96", ,"3,247.94", ,"2,524.75",717.09,969.95,372.95,779.58,,"2,957.64", ,"2,535.62", ,"1,937.54",N/A**,969.95,417.95,779.58,,"4,431.95","6,432.58", , ,"4,158.95","6,055.78", , ,"2,363.95","2,647.95",3639.95,2965.704,4185.95,918.95,4688.264,1029.95,412.95,462.95,372.95,779.58
48-96-42,"4,187.18", ,"3,694.82", ,"2,870.60",N/A**,"1,166.95",458.95,798.45,,"3,331.50", ,"2,839.14", ,"2,167.14",N/A**,"1,166.95",514.95,798.45,,"4,668.95","6,761.94", , ,"4,341.95","6,322.34", , ,"2,557.95","2,864.95",3835.95,3208.744,4411.95,1072.95,4941.384,1201.95,501.95,562.95,381.95,798.45
48-96-48,"4,524.07", ,"3,961.38", ,"3,063.18",N/A**,"1,300.95",510.95,817.29,,"3,625.83", ,"3,063.14", ,"2,329.54",N/A**,"1,300.95",572.95,817.29,,"4,903.95","7,092.42", , ,"4,525.95","6,590.02", , ,"2,751.95","3,082.95",4029.95,3452.904,4634.95,1176.95,5191.144,1318.95,554.95,621.95,389.95,817.29
48-96-60,"5,203.46", ,"4,500.10", ,"3,453.09",N/A**,"1,567.95",614.95,949.32,,"4,217.86", ,"3,514.50", ,"2,657.70",N/A**,"1,567.95",688.95,949.32,,"5,377.95","7,755.62", , ,"4,894.95","7,127.62", , ,"3,140.95","3,517.95",4417.95,3940.104,5080.95,1385.95,5690.664,1552.95,663.95,743.95,453.95,949.32
48-120-12,"2,702.84", ,"2,544.58", ,"2,039.90",N/A**,534.95,166.95,"1,005.90",,"2,072.28", ,"1,914.02", ,"1,485.06",N/A**,534.95,186.95,"1,005.90",,"4,412.95","6,471.48", , ,"4,346.95","6,330.18", , ,"1,971.95","2,208.95",3602.95,2474.024,4143.95,616.95,4641.224,690.95,198.95,222.95,479.95,"1,005.90"
48-120-18,"3,073.17", ,"2,835.78", ,"2,245.92",N/A**,693.95,217.95,"1,024.77",,"2,404.53", ,"2,167.14", ,"1,672.10",N/A**,693.95,244.95,"1,024.77",,"4,667.95","6,822.13", , ,"4,539.95","6,610.18", , ,"2,186.95","2,449.95",3816.95,2743.944,4389.95,740.95,4916.744,829.95,252.95,283.95,489.95,"1,024.77"
48-120-24,"3,443.50", ,"3,126.98", ,"2,451.94",N/A**,852.95,270.95,"1,043.61",,"2,737.90", ,"2,421.38", ,"1,858.02",N/A**,852.95,303.95,"1,043.61",,"4,919.95","7,176.14", , ,"4,733.95","6,893.54", , ,"2,403.95","2,692.95",4032.95,3016.104,4637.95,864.95,5194.504,968.95,306.95,343.95,498.95,"1,043.61"
48-120-30,"3,813.82", ,"3,418.18", ,"2,657.96",N/A**,"1,012.95",320.95,"1,062.48",,"3,069.02", ,"2,673.38", ,"2,045.06",N/A**,"1,012.95",359.95,"1,062.48",,"5,173.95","7,527.91", , ,"4,926.95","7,174.66", , ,"2,617.95","2,932.95",4248.95,3284.904,4886.95,989.95,5473.384,1108.95,360.95,404.95,507.95,"1,062.48"
48-120-36,"4,281.59", ,"3,806.82", ,"2,946.80",N/A**,"1,246.95",407.95,"1,081.35",,"3,446.07", ,"2,971.30", ,"2,271.30",N/A**,"1,246.95",456.95,"1,081.35",,"5,427.95","7,878.56", , ,"5,119.95","7,454.66", , ,"2,833.95","3,174.95",4463.95,3555.944,5133.95,1174.95,5750.024,1315.95,448.95,502.95,516.95,"1,081.35"
48-120-42,"4,747.12", ,"4,193.22", ,"3,233.74",N/A**,"1,407.95",458.95,"1,100.22",,"3,822.00", ,"3,268.10", ,"2,491.94",N/A**,"1,407.95",514.95,"1,100.22",,"5,681.95","8,230.33", , ,"5,312.95","7,735.78", , ,"3,048.95","3,414.95",4679.95,3824.744,5381.95,1300.95,6027.784,1457.95,501.95,562.95,524.95,"1,100.22"
48-120-48,"5,134.25", ,"4,501.22", ,"3,454.04",N/A**,"1,570.95",510.95,"1,119.06",,"4,163.21", ,"3,530.18", ,"2,685.70",N/A**,"1,570.95",572.95,"1,119.06",,"5,934.95","8,580.98", , ,"5,504.95","8,015.78", , ,"3,265.95","3,657.95",4894.95,4096.904,5629.95,1428.95,6305.544,1600.95,554.95,621.95,534.95,"1,119.06"
48-120-60,"5,907.38", ,"5,116.10", ,"3,893.69",N/A**,"1,892.95",614.95,"1,251.09",,"4,842.26", ,"4,050.98", ,"3,070.98",N/A**,"1,892.95",688.95,"1,251.09",,"6,441.95","9,284.52", , ,"5,890.95","8,578.02", , ,"3,694.95","4,138.95",5325.95,4635.624,6124.95,1680.95,6859.944,1882.95,663.95,743.95,597.95,"1,251.09"
48-144-12,"3,026.18", ,"2,850.34", ,"2,276.79",N/A**,622.95,166.95,"1,156.80",,"2,334.02", ,"2,158.18", ,"1,663.14",N/A**,622.95,186.95,"1,156.80",,"4,809.95","7,050.54", , ,"4,733.95","6,893.54", , ,"2,229.95","2,497.95",4092.95,2797.704,4706.95,721.95,5271.784,808.95,198.95,222.95,552.95,"1,156.80"
48-144-18,"3,444.50", ,"3,180.74", ,"2,508.63",N/A**,809.95,217.95,"1,175.64",,"2,710.90", ,"2,447.14", ,"1,878.18",N/A**,809.95,244.95,"1,175.64",,"5,080.95","7,421.36", , ,"4,934.95","7,185.86", , ,"2,467.95","2,764.95",4327.95,3096.744,4977.95,869.95,5575.304,974.95,252.95,283.95,561.95,"1,175.64"
48-144-24,"3,862.82", ,"3,511.14", ,"2,740.47",N/A**,997.95,270.95,"1,194.51",,"3,088.90", ,"2,737.22", ,"2,095.46",N/A**,997.95,303.95,"1,194.51",,"5,350.95","7,794.42", , ,"5,136.95","7,480.42", , ,"2,703.95","3,028.95",4564.95,3392.424,5249.95,1016.95,5879.944,1138.95,306.95,343.95,569.95,"1,194.51"
48-144-30,"4,361.78", ,"3,922.18", ,"3,040.86",N/A**,"1,270.95",355.95,"1,213.38",,"3,504.98", ,"3,065.38", ,"2,344.10",N/A**,"1,270.95",398.95,"1,213.38",,"5,620.95","8,165.24", , ,"5,337.95","7,772.74", , ,"2,938.95","3,291.95",4801.95,3686.984,5522.95,1231.95,6185.704,1379.95,395.95,443.95,579.95,"1,213.38"
48-144-36,"4,796.90", ,"4,269.38", ,"3,286.98",N/A**,"1,459.95",407.95,"1,232.22",,"3,889.70", ,"3,362.18", ,"2,569.22",N/A**,"1,459.95",456.95,"1,232.22",,"5,892.95","8,540.54", , ,"5,541.95","8,069.54", , ,"3,176.95","3,558.95",5037.95,3986.024,5793.95,1380.95,6489.224,1546.95,448.95,502.95,588.95,"1,232.22"
48-144-42,"5,307.06", ,"4,691.62", ,"3,596.88",N/A**,"1,648.95",458.95,"1,251.09",,"4,310.26", ,"3,694.82", ,"2,817.86",N/A**,"1,648.95",514.95,"1,251.09",,"6,163.95","8,913.60", , ,"5,743.95","8,364.10", , ,"3,412.95","3,822.95",5274.95,4281.704,6066.95,1529.95,6794.984,1713.95,501.95,562.95,597.95,"1,251.09"
48-144-48,"5,742.18", ,"5,038.82", ,"3,843.00",N/A**,"1,838.95",510.95,"1,269.96",,"4,696.10", ,"3,992.74", ,"3,040.74",N/A**,"1,838.95",572.95,"1,269.96",,"6,432.95","9,284.42", , ,"5,944.95","8,656.42", , ,"3,650.95","4,089.95",5511.95,4580.744,6338.95,1678.95,7099.624,1880.95,554.95,621.95,606.95,"1,269.96"
48-144-60,"7,357.22", ,"6,478.02", ,"4,968.32",N/A**,"2,339.95",614.95,"1,401.99",,"5,915.78", ,"5,036.58", ,"3,919.94",N/A**,"2,339.95",688.95,"1,401.99",,"6,975.95","10,032.78", , ,"6,350.95","9,247.78", , ,"4,123.95","4,618.95",5984.95,5173.224,6882.95,2056.95,7708.904,2303.95,663.95,743.95,669.95,"1,401.99"
60-12-12,889.62, ,792.9, ,651.47,N/A**,99.95,192.95,312.03,,679.06, ,582.34, ,442.34,N/A**,99.95,216.95,312.03,,"1,717.95","2,526.77", , ,"1,675.95","2,440.42", , ,591.95,662.95,896.95,742.504,1031.95,132.95,1155.784,148.95,224.95,251.95,201.95,312.03
60-12-18,"1,044.37", ,899.3, ,733.16,N/A**,123.95,255.95,325.98,,815.89, ,670.82, ,488.26,N/A**,123.95,286.95,325.98,,"1,877.95","2,759.23", , ,"1,805.95","2,629.70", , ,728.95,816.95,1033.95,914.984,1189.95,148.95,1332.744,166.95,290.95,325.95,209.95,325.98
60-12-24,"1,198.01", ,"1,004.58", ,813.9,N/A**,146.95,315.95,339.96,,954.97, ,761.54, ,535.3,N/A**,146.95,353.95,339.96,,"2,035.95","2,987.20", , ,"1,932.95","2,814.50", , ,865.95,969.95,1169.95,1086.344,1345.95,166.95,1507.464,186.95,353.95,396.95,219.95,339.96
60-12-30,"1,352.76", ,"1,110.98", ,895.59,N/A**,169.95,377.95,353.94,,"1,091.80", ,850.02, ,580.1,N/A**,169.95,423.95,353.94,,"2,196.95","3,218.54", , ,"2,061.95","3,002.66", , ,"1,002.95","1,123.95",1306.95,1258.824,1502.95,182.95,1683.304,204.95,417.95,468.95,228.95,353.94
60-12-36,"1,604.96", ,"1,314.82", ,"1,060.10",N/A**,192.95,438.95,367.89,,"1,273.44", ,983.3, ,660.74,N/A**,192.95,491.95,367.89,,"2,356.95","3,449.87", , ,"2,190.95","3,190.82", , ,"1,139.95","1,276.95",1443.95,1430.184,1660.95,200.95,1860.264,225.95,479.95,537.95,237.95,367.89
60-12-42,"1,758.60", ,"1,420.10", ,"1,140.84",N/A**,216.95,500.95,381.87,,"1,411.40", ,"1,072.90", ,705.54,N/A**,216.95,561.95,381.87,,"2,515.95","3,680.09", , ,"2,319.95","3,377.86", , ,"1,276.95","1,430.95",1580.95,1602.664,1818.95,216.95,2037.224,242.95,543.95,609.95,246.95,381.87
60-12-48,"1,913.35", ,"1,526.50", ,"1,222.53",N/A**,238.95,561.95,395.85,,"1,549.35", ,"1,162.50", ,752.58,N/A**,238.95,629.95,395.85,,"2,675.95","3,911.42", , ,"2,448.95","3,566.02", , ,"1,413.95","1,583.95",1717.95,1774.024,1975.95,232.95,2213.064,260.95,607.95,680.95,254.95,395.85
60-12-60,"2,223.98", ,"1,740.42", ,"1,386.86",N/A**,285.95,684.95,493.65,,"1,825.26", ,"1,341.70", ,844.42,N/A**,285.95,767.95,493.65,,"2,993.95","4,370.73", , ,"2,704.95","3,938.98", , ,"1,687.95","1,890.95",1991.95,2117.864,2290.95,267.95,2565.864,300.95,733.95,822.95,318.95,493.65
60-18-12,985.85, ,884.74, ,723.28,N/A**,122.95,192.95,325.98,,758.49, ,657.38, ,499.46,99.33,122.95,216.95,325.98,,"1,821.95","2,679.66", , ,"1,777.95","2,589.38", , ,672.95,753.95,1044.95,844.424,1201.95,167.95,1346.184,188.95,224.95,251.95,209.95,325.98
60-18-18,"1,154.01", ,"1,002.34", ,812.62,N/A**,153.95,255.95,339.96,,907.61, ,755.94, ,553.22,125.07,153.95,286.95,339.96,,"1,985.95","2,914.08", , ,"1,907.95","2,778.66", , ,815.95,913.95,1188.95,1023.624,1367.95,190.95,1532.104,213.95,290.95,325.95,219.95,339.96
60-18-24,"1,321.04", ,"1,118.82", ,901,N/A**,183.95,315.95,353.94,,"1,061.20", ,858.98, ,608.1,N/A**,183.95,353.95,353.94,,"2,148.95","3,148.49", , ,"2,037.95","2,967.94", , ,958.95,"1,074.95",1332.95,1203.944,1532.95,214.95,1716.904,240.95,353.95,396.95,228.95,353.94
60-18-30,"1,489.19", ,"1,236.42", ,990.34,N/A**,212.95,377.95,367.89,,"1,210.31", ,957.54, ,662.98,N/A**,212.95,423.95,367.89,,"2,313.95","3,385.15", , ,"2,169.95","3,159.46", , ,"1,102.95","1,235.95",1475.95,1384.264,1697.95,235.95,1901.704,264.95,417.95,468.95,237.95,367.89
60-18-36,"1,753.67", ,"1,450.34", ,"1,161.54",N/A**,244.95,438.95,381.87,,"1,405.35", ,"1,102.02", ,749.22,N/A**,244.95,491.95,381.87,,"2,475.95","3,621.81", , ,"2,300.95","3,350.98", , ,"1,244.95","1,394.95",1618.95,1562.344,1861.95,258.95,2085.384,290.95,479.95,537.95,246.95,381.87
60-18-42,"1,921.82", ,"1,567.94", ,"1,250.88",N/A**,273.95,500.95,395.85,,"1,555.58", ,"1,201.70", ,805.22,N/A**,273.95,561.95,395.85,,"2,639.95","3,856.23", , ,"2,430.95","3,540.26", , ,"1,388.95","1,555.95",1760.95,1742.664,2025.95,279.95,2269.064,313.95,543.95,609.95,254.95,395.85
60-18-48,"2,088.86", ,"1,684.42", ,"1,339.26",N/A**,304.95,561.95,409.8,,"1,706.94", ,"1,302.50", ,860.1,N/A**,304.95,629.95,409.8,,"2,804.95","4,091.76", , ,"2,561.95","3,730.66", , ,"1,531.95","1,715.95",1904.95,1921.864,2190.95,304.95,2453.864,341.95,607.95,680.95,264.95,409.8
60-18-60,"2,424.04", ,"1,918.50", ,"1,516.98",N/A**,365.95,684.95,507.6,,"2,006.28", ,"1,500.74", ,969.86,N/A**,365.95,767.95,507.6,,"3,130.95","4,563.96", , ,"2,823.95","4,112.58", , ,"1,816.95","2,034.95",2190.95,2279.144,2519.95,348.95,2822.344,390.95,733.95,822.95,327.95,507.6
60-24-12,"1,070.89", ,965.38, ,785.58,N/A**,144.95,192.95,339.96,,830.09, ,724.58, ,544.26,114.54,144.95,216.95,339.96,,"1,923.95","2,829.18", , ,"1,877.95","2,734.98", , ,752.95,843.95,1195.95,945.224,1375.95,203.95,1541.064,228.95,224.95,251.95,219.95,339.96
60-24-18,"1,253.56", ,"1,095.30", ,883.51,N/A**,182.95,255.95,353.94,,992.6, ,834.34, ,608.1,142.62,182.95,286.95,353.94,,"2,091.95","3,067.80", , ,"2,009.95","2,926.50", , ,902.95,"1,011.95",1344.95,1133.384,1546.95,232.95,1732.584,260.95,290.95,325.95,228.95,353.94
60-24-24,"1,433.99", ,"1,222.98", ,979.54,N/A**,219.95,315.95,367.89,,"1,156.23", ,945.22, ,670.82,181.23,219.95,353.95,367.89,,"2,260.95","3,310.90", , ,"2,143.95","3,122.50", , ,"1,051.95","1,178.95",1494.95,1320.424,1719.95,259.95,1926.344,291.95,353.95,396.95,237.95,367.89
60-24-30,"1,615.54", ,"1,351.78", ,"1,076.52",N/A**,257.95,377.95,381.87,,"1,318.74", ,"1,054.98", ,735.78,N/A**,257.95,423.95,381.87,,"2,428.95","3,554.00", , ,"2,278.95","3,318.50", , ,"1,201.95","1,346.95",1642.95,1508.584,1889.95,288.95,2116.744,323.95,417.95,468.95,246.95,381.87
60-24-36,"1,893.42", ,"1,576.90", ,"1,255.37",N/A**,295.95,438.95,395.85,,"1,526.06", ,"1,209.54", ,832.1,N/A**,295.95,491.95,395.85,,"2,596.95","3,793.74", , ,"2,410.95","3,511.14", , ,"1,350.95","1,513.95",1792.95,1695.624,2061.95,318.95,2309.384,357.95,479.95,537.95,254.95,395.85
60-24-42,"2,076.09", ,"1,706.82", ,"1,353.30",N/A**,330.95,500.95,409.8,,"1,689.69", ,"1,320.42", ,895.94,N/A**,330.95,561.95,409.8,,"2,764.95","4,034.60", , ,"2,543.95","3,704.90", , ,"1,499.95","1,679.95",1943.95,1881.544,2235.95,345.95,2504.264,387.95,543.95,609.95,264.95,409.8
60-24-48,"2,255.40", ,"1,833.38", ,"1,448.38",N/A**,368.95,561.95,423.78,,"1,854.44", ,"1,432.42", ,959.78,N/A**,368.95,629.95,423.78,,"2,933.95","4,275.46", , ,"2,676.95","3,898.66", , ,"1,649.95","1,847.95",2091.95,2069.704,2405.95,373.95,2694.664,418.95,607.95,680.95,273.95,423.78
60-24-60,"2,618.50", ,"2,090.98", ,"1,642.34",N/A**,443.95,684.95,521.58,,"2,181.70", ,"1,654.18", ,"1,085.22",N/A**,443.95,767.95,521.58,,"3,268.95","4,758.30", , ,"2,943.95","4,287.30", , ,"1,947.95","2,181.95",2390.95,2443.784,2749.95,430.95,3079.944,482.95,733.95,822.95,336.95,521.58
60-30-12,"1,167.12", ,"1,057.22", ,857.39,N/A**,166.95,192.95,353.94,,909.52, ,799.62, ,600.26,132.09,166.95,216.95,353.94,,"2,027.95","2,979.83", , ,"1,978.95","2,881.70", , ,832.95,932.95,1344.95,1044.904,1546.95,239.95,1732.584,268.95,224.95,251.95,228.95,353.94
60-30-18,"1,362.07", ,"1,197.22", ,962.02,N/A**,211.95,255.95,367.89,,"1,085.43", ,920.58, ,674.18,163.68,211.95,286.95,367.89,,"2,200.95","3,227.13", , ,"2,114.95","3,079.94", , ,988.95,"1,107.95",1501.95,1240.904,1727.95,273.95,1935.304,306.95,290.95,325.95,237.95,367.89
60-30-24,"1,557.02", ,"1,337.22", ,"1,066.64",N/A**,256.95,315.95,381.87,,"1,261.34", ,"1,041.54", ,744.74,212.82,256.95,353.95,381.87,,"2,372.95","3,472.19", , ,"2,249.95","3,275.94", , ,"1,145.95","1,283.95",1655.95,1438.024,1904.95,307.95,2133.544,344.95,353.95,396.95,246.95,381.87
60-30-30,"1,751.97", ,"1,477.22", ,"1,171.27",240.9,300.95,377.95,395.85,,"1,437.25", ,"1,162.50", ,817.54,N/A**,300.95,423.95,395.85,,"2,544.95","3,718.38", , ,"2,384.95","3,473.06", , ,"1,300.95","1,457.95",1811.95,1632.904,2083.95,341.95,2334.024,382.95,417.95,468.95,254.95,395.85
60-30-36,"2,042.12", ,"1,712.42", ,"1,356.81",N/A**,343.95,438.95,409.8,,"1,659.08", ,"1,329.38", ,922.82,N/A**,343.95,491.95,409.8,,"2,716.95","3,966.80", , ,"2,521.95","3,672.42", , ,"1,455.95","1,630.95",1967.95,1826.664,2263.95,374.95,2535.624,419.95,479.95,537.95,264.95,409.8
60-30-42,"2,237.07", ,"1,852.42", ,"1,461.44",N/A**,388.95,500.95,423.78,,"1,834.99", ,"1,450.34", ,994.5,N/A**,388.95,561.95,423.78,,"2,888.95","4,209.62", , ,"2,654.95","3,866.18", , ,"1,612.95","1,806.95",2123.95,2023.784,2442.95,409.95,2736.104,459.95,543.95,609.95,273.95,423.78
60-30-48,"2,432.02", ,"1,992.42", ,"1,566.06",N/A**,432.95,561.95,437.76,,"2,009.78", ,"1,570.18", ,"1,068.42",N/A**,432.95,629.95,437.76,,"3,061.95","4,458.04", , ,"2,791.95","4,065.54", , ,"1,767.95","1,980.95",2279.95,2218.664,2621.95,443.95,2936.584,497.95,607.95,680.95,282.95,437.76
60-30-60,"2,821.92", ,"2,272.42", ,"1,775.31",N/A**,521.95,684.95,535.56,,"2,362.72", ,"1,813.22", ,"1,211.78",N/A**,521.95,767.95,535.56,,"3,405.95","4,949.29", , ,"3,061.95","4,458.66", , ,"2,080.95","2,330.95",2590.95,2610.664,2979.95,511.95,3337.544,573.95,733.95,822.95,344.95,535.56
