HxLxD,Height,Length,Depth,"""C"" for custom ""S"" for special",Panels Long,Panels Deep,"Price with 1"" wire and PC Steel Pitched Roof","Discount for 1"" wire roof instead of pitched roof","Addl. 1"" wire floor option (bolted in on larger cages - removable on smaller cages - or wire roof add on (in addition to steel roof)","Bolted on bottom only ""B"" or removable option ""R""  (bolt on wire floor keeps varmets out, can also sub for other diamenters or solid materials)",Price Per Divider to split the Length (goes front to back in the cage),Price Per Divider to split the depth (goes left to right in cage),Silver Alum Frame Upgrade,Alum/Silver Roof Upgrade,Printed Background on Black Granite Laminate (per panel) Bird,Printed Background on Black Granite Laminate (per panel) Bird,Printed Background on Aluminum Laminate (per panel) Bird,Printed Background on Aluminum Laminate (per panel) Bird,"Safety Catch 1"" pc wire","DOUBLE Safety Catch 1"" pc wire","Extra Door (in place of a panel - 1"" pc wire)",Pull Out Tray Price,Powder coated aluminum upgrade pull out tray,cut to size washable lenolium - fits in tray or sit on floor,bird special price,cat regular price,cat special price
48-300-18,48,300,18,c,10,1,6251,2196,814,R,200,1506,243,361,98,59,124,74,730,584,112,562.50,731.25,202.50,0,5927.00,0
48-300-24,48,300,24,c,10,1,6794,2818,1002,R,213,1506,246,448,98,78,124,99,730,584,115,750.00,975.00,270.00,0,6470.00,0
48-300-30,48,300,30,c,10,1,6798,3421,1209,R,208,1507,250,535,98,98,124,124,730,584,117,937.50,1218.75,337.50,0,6474.00,0
48-300-36,48,300,36,c,10,1,7880,4146,1294,R,237,1507,253,622,98,117,124,149,730,584,120,1125.00,1462.50,405.00,0,7556.00,0
48-300-42,48,300,42,c,10,1,8423,4576,1674,R,250,1507,256,709,98,137,124,174,730,584,122,1312.50,1706.25,472.50,0,8099.00,0
48-300-48,48,300,48,c,10,1,8966,5284,1776,R,262,1508,259,796,98,156,124,198,730,584,124,1500.00,1950.00,540.00,0,8642.00,0
48-300-60,48,300,60,c,10,2,9505,6524,2156,R,351,1517,270,970,98,98,124,124,730,584,117,1875.00,2437.50,675.00,0,9152.00,0
48-300-72,48,300,72,c,10,2,11359,7730,2570,R,402,1518,275,1144,98,117,124,149,730,584,120,2250.00,2925.00,810.00,0,11005.00,0
48-300-84,48,300,84,c,10,2,12435,8901,3019,R,427,1518,280,1318,98,137,124,174,730,584,122,2625.00,3412.50,945.00,0,12081.00,0
48-300-90,48,300,90,c,10,2,11970,9364,3366,R,411,1519,282,1405,98,146,124,186,730,584,123,2812.50,3656.25,1012.50,0,11617.00,0
48-300-120,48,300,120,c,10,3,15990,10358,7622,B,553,1529,302,2080,98,130,124,165,730,584,121,3750.00,4875.00,1350.00,0,15607.00,0
48-300-150,48,300,150,c,10,3,21197,13060,9270,B,613,1531,313,2575,98,163,124,207,730,584,125,4687.50,6093.75,1687.50,0,20814.00,0
48-300-180,48,300,180,c,10,4,26512,14716,11964,B,807,1541,332,3070,98,146,124,186,730,584,123,5625.00,7312.50,2025.00,0,26099.00,0
48-300-210,48,300,210,c,10,4,29927,17601,13429,B,869,1543,342,3565,98,171,124,217,730,584,126,6562.50,8531.25,2362.50,0,29514.00,0
48-300-240,48,300,240,c,10,8,34521,19780,15600,B,1293,1578,395,4060,98,98,124,124,730,584,117,7500.00,9750.00,2700.00,0,33991.00,0
48-330-12,48,330,12,c,11,1,6212,1625,800,R,193,1653,261,302,98,39,124,50,730,584,110,412.50,536.25,148.50,0,5859.00,0
48-330-18,48,330,18,c,11,1,6809,2333,985,R,206,1654,264,398,98,59,124,74,730,584,112,618.75,804.38,222.75,0,6456.00,0
48-330-24,48,330,24,c,11,1,7406,3144,1066,R,218,1654,267,494,98,78,124,99,730,584,115,825.00,1072.50,297.00,0,7053.00,0
48-330-30,48,330,30,c,11,1,7415,3825,1278,R,213,1654,270,590,98,98,124,124,730,584,117,1031.25,1340.63,371.25,0,7062.00,0
48-330-36,48,330,36,c,11,1,8600,4350,1645,R,243,1655,274,686,98,117,124,149,730,584,120,1237.50,1608.75,445.50,0,8247.00,0
48-330-42,48,330,42,c,11,1,9198,5135,1753,R,255,1655,277,782,98,137,124,174,730,584,122,1443.75,1876.88,519.75,0,8844.00,0
48-330-48,48,330,48,c,11,1,9795,5920,1860,R,268,1656,280,878,98,156,124,198,730,584,124,1650.00,2145.00,594.00,0,9441.00,0
48-330-60,48,330,60,c,11,2,10370,7316,2250,R,356,1665,291,1070,98,98,124,124,730,584,117,2062.50,2681.25,742.50,0,9987.00,0
48-330-72,48,330,72,c,11,2,12404,8485,2865,R,408,1666,296,1262,98,117,124,149,730,584,120,2475.00,3217.50,891.00,0,12021.00,0
48-330-84,48,330,84,c,11,2,13587,9793,3342,R,433,1666,301,1454,98,137,124,174,730,584,122,2887.50,3753.75,1039.50,0,13204.00,0
48-330-90,48,330,90,c,11,2,13083,10325,3703,R,416,1667,303,1550,98,146,124,186,730,584,123,3093.75,4021.88,1113.75,0,12700.00,0
48-330-120,48,330,120,c,11,3,17515,11942,7898,B,558,1677,323,2300,98,130,124,165,730,584,121,4125.00,5362.50,1485.00,0,17102.00,0
48-330-150,48,330,150,c,11,3,23248,14286,10354,B,618,1679,333,2848,98,163,124,207,730,584,125,5156.25,6703.13,1856.25,0,22835.00,0
48-330-180,48,330,180,c,11,4,29074,16280,13160,B,812,1689,353,3395,98,146,124,186,730,584,123,6187.50,8043.75,2227.50,0,28632.00,0
48-330-210,48,330,210,c,11,4,32844,19242,14998,B,874,1691,363,3943,98,171,124,217,730,584,126,7218.75,9384.38,2598.75,0,32402.00,0
48-330-240,48,330,240,c,11,8,37793,21759,17281,B,1299,1726,416,4490,98,98,124,124,730,584,117,8250.00,10725.00,2970.00,0,37233.00,0
48-360-12,48,360,12,c,12,1,6699,1771,854,R,199,1801,282,327,98,39,124,50,730,584,110,450.00,585.00,162.00,0,6316.00,0
48-360-18,48,360,18,c,12,1,7341,2549,1044,R,211,1802,285,431,98,59,124,74,730,584,112,675.00,877.50,243.00,0,6958.00,0
48-360-24,48,360,24,c,12,1,7983,3309,1251,R,224,1802,288,534,98,78,124,99,730,584,115,900.00,1170.00,324.00,0,7600.00,0
48-360-30,48,360,30,c,12,1,7991,4181,1346,R,218,1802,291,638,98,98,124,124,730,584,117,1125.00,1462.50,405.00,0,7608.00,0
48-360-36,48,360,36,c,12,1,9267,4776,1719,R,248,1803,294,741,98,117,124,149,730,584,120,1350.00,1755.00,486.00,0,8884.00,0
48-360-42,48,360,42,c,12,1,9909,5631,1832,R,261,1803,298,845,98,137,124,174,730,584,122,1575.00,2047.50,567.00,0,9526.00,0
48-360-48,48,360,48,c,12,1,10551,6330,2100,R,273,1804,301,948,98,156,124,198,730,584,124,1800.00,2340.00,648.00,0,10168.00,0
48-360-60,48,360,60,c,12,2,11153,7848,2517,R,361,1813,312,1155,98,98,124,124,730,584,117,2250.00,2925.00,810.00,0,10740.00,0
48-360-72,48,360,72,c,12,2,13340,9140,3160,R,414,1814,317,1362,98,117,124,149,730,584,120,2700.00,3510.00,972.00,0,12928.00,0
48-360-84,48,360,84,c,12,2,14614,10570,3665,R,438,1814,322,1569,98,137,124,174,730,584,122,3150.00,4095.00,1134.00,0,14201.00,0
48-360-90,48,360,90,c,12,2,14071,11163,4039,R,421,1815,324,1673,98,146,124,186,730,584,123,3375.00,4387.50,1215.00,0,13659.00,0
48-360-120,48,360,120,c,12,3,18710,12521,8869,B,563,1825,343,2460,98,130,124,165,730,584,121,4500.00,5850.00,1620.00,0,18268.00,0
48-360-150,48,360,150,c,12,3,24830,15128,11437,B,623,1827,354,3045,98,163,124,207,730,584,125,5625.00,7312.50,2025.00,0,24388.00,0
48-360-180,48,360,180,c,12,4,31029,17383,14357,B,818,1837,374,3630,98,146,124,186,730,584,123,6750.00,8775.00,2430.00,0,30558.00,0
48-360-210,48,360,210,c,12,4,35052,21479,15436,B,880,1839,384,4215,98,171,124,217,730,584,126,7875.00,10237.50,2835.00,0,34581.00,0
48-360-240,48,360,240,c,12,8,40254,23127,18963,B,1305,1874,437,4800,98,98,124,124,730,584,117,9000.00,11700.00,3240.00,0,39664.00,0
60-12-12,60,12,12,c,1,1,1413,55,125,R,185,164,100,22,49,49,62,62,812,650,115,15.00,19.50,5.40,0,1340.00,0
60-18-12,60,18,12,c,1,1,1457,84,136,R,186,179,100,27,73,49,93,62,812,650,115,22.50,29.25,8.10,0,1384.00,0
60-18-18,60,18,18,c,1,1,1548,147,148,R,201,179,100,38,73,73,93,93,812,650,117,33.75,43.88,12.15,0,1475.00,0
60-24-12,60,24,12,c,1,1,1501,113,147,R,186,193,100,32,98,49,124,62,812,650,115,30.00,39.00,10.80,0,1427.00,0
60-24-18,60,24,18,c,1,1,1602,191,159,R,201,194,100,44,98,73,124,93,812,650,117,45.00,58.50,16.20,0,1528.00,0
60-24-24,60,24,24,c,1,1,1702,268,172,R,216,194,100,56,98,98,124,124,812,650,120,60.00,78.00,21.60,0,1629.00,0
60-30-12,60,30,12,c,1,1,1441,143,157,R,187,194,100,37,122,49,155,62,812,650,115,37.50,48.75,13.50,0,1368.00,0
60-30-18,60,30,18,c,1,1,1543,234,171,R,202,194,100,51,122,73,155,93,812,650,117,56.25,73.13,20.25,0,1470.00,0
60-30-24,60,30,24,c,1,1,1645,325,185,R,216,194,100,64,122,98,155,124,812,650,120,75.00,97.50,27.00,0,1572.00,0
60-30-30,60,30,30,c,1,1,1618,416,199,R,216,194,100,78,122,122,155,155,812,650,122,93.75,121.88,33.75,0,1545.00,0
60-36-12,60,36,12,c,1,1,1589,172,168,R,187,223,100,42,146,49,186,62,812,650,115,45.00,58.50,16.20,0,1515.00,0
60-36-18,60,36,18,c,1,1,1709,277,183,R,202,224,100,57,146,73,186,93,812,650,117,67.50,87.75,24.30,0,1636.00,0
60-36-24,60,36,24,c,1,1,1829,382,198,R,217,224,100,72,146,98,186,124,812,650,120,90.00,117.00,32.40,0,1756.00,0
60-36-30,60,36,30,c,1,1,1815,487,213,R,216,224,100,87,146,122,186,155,812,650,122,112.50,146.25,40.50,0,1741.00,0
60-36-36,60,36,36,c,1,1,2070,593,227,R,246,225,100,102,146,146,186,186,812,650,124,135.00,175.50,48.60,0,1997.00,0
60-42-12,60,42,12,c,1,1,1632,201,179,R,188,238,100,47,171,49,217,62,812,650,115,52.50,68.25,18.90,0,1559.00,0
60-42-18,60,42,18,c,1,1,1763,320,195,R,202,238,100,64,171,73,217,93,812,650,117,78.75,102.38,28.35,0,1689.00,0
60-42-24,60,42,24,c,1,1,1893,439,211,R,217,239,100,80,171,98,217,124,812,650,120,105.00,136.50,37.80,0,1819.00,0
60-42-30,60,42,30,c,1,1,1882,559,226,R,217,239,100,97,171,122,217,155,812,650,122,131.25,170.63,47.25,0,1809.00,0
60-42-36,60,42,36,c,1,1,2153,678,242,R,247,240,100,113,171,146,217,186,812,650,124,157.50,204.75,56.70,0,2080.00,0
60-42-42,60,42,42,c,1,1,2283,797,258,R,262,240,100,130,171,171,217,217,812,650,127,183.75,238.88,66.15,0,2210.00,0
60-48-12,60,48,12,c,2,1,2052,230,190,R,193,357,100,52,98,49,124,62,812,650,115,60.00,78.00,21.60,0,1942.00,0
60-48-18,60,48,18,c,2,1,2191,363,207,R,208,357,100,70,98,73,124,93,812,650,117,90.00,117.00,32.40,0,2081.00,0
60-48-24,60,48,24,c,2,1,2331,497,223,R,222,358,100,88,98,98,124,124,812,650,120,120.00,156.00,43.20,0,2221.00,0
60-48-30,60,48,30,c,2,1,2304,630,240,R,222,358,100,106,98,122,124,155,812,650,122,150.00,195.00,54.00,0,2194.00,0
60-48-36,60,48,36,c,2,1,2611,763,257,R,252,359,100,124,98,146,124,186,812,650,124,180.00,234.00,64.80,0,2501.00,0
60-48-42,60,48,42,c,2,1,2751,896,274,R,267,359,100,142,98,171,124,217,812,650,127,210.00,273.00,75.60,0,2641.00,0
60-48-48,60,48,48,c,2,2,3220,1030,290,R,405,370,112,160,98,98,124,124,812,650,120,240.00,312.00,86.40,0,3073.00,0
60-60-12,60,60,12,c,2,1,1998,289,211,R,194,372,100,62,122,49,155,62,812,650,115,75.00,97.50,27.00,0,1887.00,0
60-60-18,60,60,18,c,2,1,2145,450,230,R,209,372,100,83,122,73,155,93,812,650,117,112.50,146.25,40.50,0,2035.00,0
60-60-24,60,60,24,c,2,1,2292,611,249,R,223,372,100,104,122,98,155,124,812,650,120,150.00,195.00,54.00,0,2182.00,0
60-60-30,60,60,30,c,2,1,2260,772,268,R,222,372,100,125,122,122,155,155,812,650,122,187.50,243.75,67.50,0,2150.00,0
60-60-36,60,60,36,c,2,1,2586,934,286,R,253,372,100,146,122,146,155,186,812,650,124,225.00,292.50,81.00,0,2476.00,0
60-60-42,60,60,42,c,2,1,2733,1095,305,R,268,372,102,167,122,171,155,217,812,650,127,262.50,341.25,94.50,0,2623.00,0
60-60-48,60,60,48,c,2,2,3192,1100,480,R,406,372,115,188,122,98,155,124,812,650,120,300.00,390.00,108.00,0,3045.00,0
60-60-60,60,60,60,c,2,2,3219,1405,535,R,407,372,120,230,122,122,155,155,812,650,122,375.00,487.50,135.00,0,3072.00,0
60-72-12,60,72,12,c,2,1,2247,372,233,R,195,416,100,75,146,49,186,62,812,650,115,90.00,117.00,32.40,0,2137.00,0
60-72-18,60,72,18,c,2,1,2435,569,254,R,209,417,100,101,146,73,186,93,812,650,117,135.00,175.50,48.60,0,2325.00,0
60-72-24,60,72,24,c,2,1,2624,766,274,R,224,417,100,126,146,98,186,124,812,650,120,180.00,234.00,64.80,0,2514.00,0
60-72-30,60,72,30,c,2,1,2619,962,295,R,223,418,100,152,146,122,186,155,812,650,122,225.00,292.50,81.00,0,2509.00,0
60-72-36,60,72,36,c,2,1,3001,1159,316,R,254,418,102,177,146,146,186,186,812,650,124,270.00,351.00,97.20,0,2891.00,0
60-72-42,60,72,42,c,2,1,3190,1208,484,R,269,418,106,203,146,171,186,217,812,650,127,315.00,409.50,113.40,0,3080.00,0
60-72-48,60,72,48,c,2,2,3708,1396,514,R,407,429,118,228,146,98,186,124,812,650,120,360.00,468.00,129.60,0,3561.00,0
60-72-60,60,72,60,c,2,2,3790,1772,573,R,408,430,123,279,146,122,186,155,812,650,122,450.00,585.00,162.00,0,3643.00,0
60-72-72,60,72,72,c,2,2,4439,2148,632,R,466,431,128,330,146,146,186,186,812,650,124,540.00,702.00,194.40,0,4292.00,0
60-84-12,60,84,12,c,2,1,2335,431,254,R,196,446,100,85,171,49,217,62,812,650,115,105.00,136.50,37.80,0,2224.00,0
60-84-18,60,84,18,c,2,1,2543,655,277,R,210,447,100,114,171,73,217,93,812,650,117,157.50,204.75,56.70,0,2433.00,0
60-84-24,60,84,24,c,2,1,2751,880,300,R,225,447,100,142,171,98,217,124,812,650,120,210.00,273.00,75.60,0,2641.00,0
60-84-30,60,84,30,c,2,1,2754,1105,323,R,224,447,102,171,171,122,217,155,812,650,122,262.50,341.25,94.50,0,2644.00,0
60-84-36,60,84,36,c,2,1,3167,1191,484,R,255,448,106,199,171,146,217,186,812,650,124,315.00,409.50,113.40,0,3057.00,0
60-84-42,60,84,42,c,2,1,3375,1407,516,R,270,448,109,228,171,171,217,217,812,650,127,367.50,477.75,132.30,0,3265.00,0
60-84-48,60,84,48,c,2,2,3913,1623,547,R,408,459,122,256,171,98,217,124,812,650,120,420.00,546.00,151.20,0,3766.00,0
60-84-60,60,84,60,c,2,2,4016,2054,611,R,409,460,126,313,171,122,217,155,812,650,122,525.00,682.50,189.00,0,3869.00,0
60-84-72,60,84,72,c,2,2,4722,2295,865,R,467,460,131,370,171,146,217,186,812,650,124,630.00,819.00,226.80,0,4575.00,0
60-84-84,60,84,84,c,2,2,5127,2709,946,R,496,461,136,427,171,171,217,217,812,650,127,735.00,955.50,264.60,0,4980.00,0
60-90-12,60,90,12,c,2,1,2218,460,265,R,196,446,100,90,183,49,233,62,812,650,115,112.50,146.25,40.50,0,2108.00,0
60-90-18,60,90,18,c,2,1,2419,698,289,R,211,446,100,120,183,73,233,93,812,650,117,168.75,219.38,60.75,0,2309.00,0
60-90-24,60,90,24,c,2,1,2620,937,313,R,226,446,101,150,183,98,233,124,812,650,120,225.00,292.50,81.00,0,2510.00,0
60-90-30,60,90,30,c,2,1,2611,1176,337,R,225,446,104,180,183,122,233,155,812,650,122,281.25,365.63,101.25,0,2501.00,0
60-90-36,60,90,36,c,2,1,3023,1276,499,R,255,446,107,210,183,146,233,186,812,650,124,337.50,438.75,121.50,0,2912.00,0
60-90-42,60,90,42,c,2,1,3224,1506,532,R,270,446,110,240,183,171,233,217,812,650,127,393.75,511.88,141.75,0,3113.00,0
60-90-48,60,90,48,c,2,2,3736,1736,564,R,408,446,123,270,183,98,233,124,812,650,120,450.00,585.00,162.00,0,3589.00,0
60-90-60,60,90,60,c,2,2,3817,2196,629,R,409,446,128,330,183,122,233,155,812,650,122,562.50,731.25,202.50,0,3670.00,0
60-90-72,60,90,72,c,2,2,4520,2464,886,R,467,446,133,390,183,146,233,186,812,650,124,675.00,877.50,243.00,0,4373.00,0
60-90-84,60,90,84,c,2,2,4911,2907,968,R,497,446,138,450,183,171,233,217,812,650,127,787.50,1023.75,283.50,0,4764.00,0
60-90-90,60,90,90,c,2,2,4714,3128,1010,R,481,446,140,480,183,183,233,233,812,650,128,843.75,1096.88,303.75,0,4567.00,0
60-120-12,60,120,12,c,3,1,2775,606,319,R,203,624,118,115,163,49,207,62,812,650,115,150.00,195.00,54.00,0,2628.00,0
60-120-18,60,120,18,c,3,1,3021,915,348,R,218,624,122,153,163,73,207,93,812,650,117,225.00,292.50,81.00,0,2874.00,0
60-120-24,60,120,24,c,3,1,3267,1102,498,R,233,624,125,190,163,98,207,124,812,650,120,300.00,390.00,108.00,0,3120.00,0
60-120-30,60,120,30,c,3,1,3253,1402,535,R,231,624,128,228,163,122,207,155,812,650,122,375.00,487.50,135.00,0,3106.00,0
60-120-36,60,120,36,c,3,1,3759,1702,573,R,262,624,131,265,163,146,207,186,812,650,124,450.00,585.00,162.00,0,3612.00,0
60-120-42,60,120,42,c,3,1,4005,2002,611,R,277,624,134,303,163,171,207,217,812,650,127,525.00,682.50,189.00,0,3858.00,0
60-120-48,60,120,48,c,3,2,4563,2146,804,R,415,624,147,340,163,98,207,124,812,650,120,600.00,780.00,216.00,0,4379.00,0
60-120-60,60,120,60,c,3,2,4665,2728,897,R,416,624,152,415,163,122,207,155,812,650,122,750.00,975.00,270.00,0,4481.00,0
60-120-72,60,120,72,c,3,2,5526,3119,1181,R,474,624,157,490,163,146,207,186,812,650,124,900.00,1170.00,324.00,0,5342.00,0
60-120-84,60,120,84,c,3,2,6008,3684,1291,R,504,624,162,565,163,171,207,217,812,650,127,1050.00,1365.00,378.00,0,5824.00,0
60-120-90,60,120,90,c,3,2,5769,3966,1346,R,488,624,164,603,163,183,207,233,812,650,128,1125.00,1462.50,405.00,0,5585.00,0
60-120-120,60,120,120,c,3,3,7998,4562,3188,B,673,624,187,940,163,163,207,207,812,650,126,1500.00,1950.00,540.00,0,7777.00,0
60-150-12,60,150,12,c,4,1,3349,777,373,R,210,802,142,143,152,49,194,62,812,650,115,187.50,243.75,67.50,0,3166.00,0
60-150-18,60,150,18,c,4,1,3650,1163,407,R,225,802,146,190,152,73,194,93,812,650,117,281.25,365.63,101.25,0,3466.00,0
60-150-24,60,150,24,c,4,1,3950,1428,562,R,240,802,149,236,152,98,194,124,812,650,120,375.00,487.50,135.00,0,3766.00,0
60-150-30,60,150,30,c,4,1,3937,1806,604,R,237,802,152,283,152,122,194,155,812,650,122,468.75,609.38,168.75,0,3753.00,0
60-150-36,60,150,36,c,4,1,4550,2183,647,R,269,802,155,329,152,146,194,186,812,650,124,562.50,731.25,202.50,0,4366.00,0
60-150-42,60,150,42,c,4,1,4850,2413,837,R,284,802,158,376,152,171,194,217,812,650,127,656.25,853.13,236.25,0,4666.00,0
60-150-48,60,150,48,c,4,2,5462,2782,888,R,422,802,171,422,152,98,194,124,812,650,120,750.00,975.00,270.00,0,5241.00,0
60-150-60,60,150,60,c,4,2,5596,3345,1165,R,422,802,176,515,152,122,194,155,812,650,122,937.50,1218.75,337.50,0,5375.00,0
60-150-72,60,150,72,c,4,2,6641,4065,1285,R,481,802,181,608,152,146,194,186,812,650,124,1125.00,1462.50,405.00,0,6420.00,0
60-150-84,60,150,84,c,4,2,7231,4367,1823,R,511,802,186,701,152,171,194,217,812,650,127,1312.50,1706.25,472.50,0,7010.00,0
60-150-90,60,150,90,c,4,2,6947,4709,1901,R,494,802,188,748,152,183,194,233,812,650,128,1406.25,1828.13,506.25,0,6727.00,0
60-150-120,60,150,120,c,4,3,9589,5451,4159,B,679,802,211,1160,152,163,194,207,812,650,126,1875.00,2437.50,675.00,0,9331.00,0
60-150-150,60,150,150,c,4,4,12952,7300,4635,B,864,802,234,1438,152,152,194,194,812,650,125,2343.75,3046.88,843.75,0,12658.00,0
60-180-12,60,180,12,c,4,1,3807,923,427,R,212,892,150,168,183,49,233,62,812,650,115,225.00,292.50,81.00,0,3623.00,0
60-180-18,60,180,18,c,4,1,4181,1267,578,R,227,893,154,222,183,73,233,93,812,650,117,337.50,438.75,121.50,0,3997.00,0
60-180-24,60,180,24,c,4,1,4555,1714,626,R,242,893,157,276,183,98,233,124,812,650,120,450.00,585.00,162.00,0,4371.00,0
60-180-30,60,180,30,c,4,1,4587,2162,673,R,240,894,160,330,183,122,233,155,812,650,122,562.50,731.25,202.50,0,4404.00,0
60-180-36,60,180,36,c,4,1,5303,2471,859,R,272,894,163,384,183,146,233,186,812,650,124,675.00,877.50,243.00,0,5119.00,0
60-180-42,60,180,42,c,4,1,5676,2909,916,R,286,894,166,438,183,171,233,217,812,650,127,787.50,1023.75,283.50,0,5492.00,0
60-180-48,60,180,48,c,4,2,6380,3192,1128,R,424,905,179,492,183,98,233,124,812,650,120,900.00,1170.00,324.00,0,6159.00,0
60-180-60,60,180,60,c,4,2,6614,4051,1259,R,425,906,184,600,183,122,233,155,812,650,122,1125.00,1462.50,405.00,0,6393.00,0
60-180-72,60,180,72,c,4,2,7852,4528,1772,R,484,907,189,708,183,146,233,186,812,650,124,1350.00,1755.00,486.00,0,7631.00,0
60-180-84,60,180,84,c,4,2,8588,5353,1937,R,513,907,194,816,183,171,233,217,812,650,127,1575.00,2047.50,567.00,0,8368.00,0
60-180-90,60,180,90,c,4,2,8313,5765,2020,R,497,908,196,870,183,183,233,233,812,650,128,1687.50,2193.75,607.50,0,8092.00,0
60-180-120,60,180,120,c,4,3,11411,6726,4434,B,681,920,219,1320,183,163,233,207,812,650,126,2250.00,2925.00,810.00,0,11153.00,0
60-180-150,60,180,150,c,4,4,15318,7358,6502,B,866,932,242,1635,183,152,233,194,812,650,125,2812.50,3656.25,1012.50,0,15023.00,0
60-180-180,60,180,180,c,4,4,18757,9382,7178,B,996,934,252,1950,183,183,233,233,812,650,128,3375.00,4387.50,1215.00,0,18463.00,0
60-210-12,60,210,12,c,7,1,5172,1094,481,R,229,1279,206,196,122,49,155,62,812,650,115,262.50,341.25,94.50,0,4877.00,0
60-210-18,60,210,18,c,7,1,5604,1516,637,R,244,1279,210,259,122,73,155,93,812,650,117,393.75,511.88,141.75,0,5310.00,0
60-210-24,60,210,24,c,7,1,6037,2040,690,R,258,1280,213,322,122,98,155,124,812,650,120,525.00,682.50,189.00,0,5742.00,0
60-210-30,60,210,30,c,7,1,6032,2436,872,R,255,1280,216,385,122,122,155,155,812,650,122,656.25,853.13,236.25,0,5737.00,0
60-210-36,60,210,36,c,7,1,6901,2952,933,R,288,1281,219,448,122,146,155,186,812,650,124,787.50,1023.75,283.50,0,6607.00,0
60-210-42,60,210,42,c,7,1,7334,3320,1142,R,303,1281,222,511,122,171,155,217,812,650,127,918.75,1194.38,330.75,0,7039.00,0
60-210-48,60,210,48,c,7,2,8096,3828,1212,R,441,1292,235,574,122,98,155,124,812,650,120,1050.00,1365.00,378.00,0,7764.00,0
60-210-60,60,210,60,c,7,2,8328,4495,1700,R,440,1292,240,700,122,122,155,155,812,650,122,1312.50,1706.25,472.50,0,7997.00,0
60-210-72,60,210,72,c,7,2,9802,5475,1875,R,500,1293,245,826,122,146,155,186,812,650,124,1575.00,2047.50,567.00,0,9471.00,0
60-210-84,60,210,84,c,7,2,10655,6245,2260,R,530,1294,250,952,122,171,155,217,812,650,127,1837.50,2388.75,661.50,0,10324.00,0
60-210-90,60,210,90,c,7,2,10298,6726,2356,R,512,1294,252,1015,122,183,155,233,812,650,128,1968.75,2559.38,708.75,0,9966.00,0
60-210-120,60,210,120,c,7,3,13845,6920,6100,B,696,1307,275,1540,122,163,155,207,812,650,126,2625.00,3412.50,945.00,0,13477.00,0
60-210-150,60,210,150,c,7,4,18374,9368,6802,B,881,1319,298,1908,122,152,155,194,812,650,125,3281.25,4265.63,1181.25,0,17969.00,0
60-210-180,60,210,180,c,7,4,22399,10945,8375,B,1013,1321,308,2275,122,183,155,233,812,650,128,3937.50,5118.75,1417.50,0,21994.00,0
60-210-240,60,210,240,c,7,8,29452,15066,10554,B,1653,1366,384,3010,122,122,155,155,812,650,122,5250.00,6825.00,1890.00,0,28899.00,0
60-240-12,60,240,12,c,8,1,5767,1137,638,R,236,1457,230,221,122,49,155,62,812,650,115,300.00,390.00,108.00,0,5435.00,0
60-240-18,60,240,18,c,8,1,6248,1732,696,R,251,1458,234,292,122,73,155,93,812,650,117,450.00,585.00,162.00,0,5916.00,0
60-240-24,60,240,24,c,8,1,6729,2205,875,R,265,1458,237,362,122,98,155,124,812,650,120,600.00,780.00,216.00,0,6398.00,0
60-240-30,60,240,30,c,8,1,6723,2792,941,R,261,1459,240,433,122,122,155,155,812,650,122,750.00,975.00,270.00,0,6392.00,0
60-240-36,60,240,36,c,8,1,7691,3239,1146,R,295,1459,243,503,122,146,155,186,812,650,124,900.00,1170.00,324.00,0,7360.00,0
60-240-42,60,240,42,c,8,1,8172,3816,1221,R,310,1459,246,574,122,171,155,217,812,650,127,1050.00,1365.00,378.00,0,7841.00,0
60-240-48,60,240,48,c,8,2,8983,4081,1609,R,448,1470,259,644,122,98,155,124,812,650,120,1200.00,1560.00,432.00,0,8615.00,0
60-240-60,60,240,60,c,8,2,9245,5201,1794,R,446,1471,264,785,122,122,155,155,812,650,122,1500.00,1950.00,540.00,0,8877.00,0
60-240-72,60,240,72,c,8,2,10884,6129,2171,R,507,1472,269,926,122,146,155,186,812,650,124,1800.00,2340.00,648.00,0,10516.00,0
60-240-84,60,240,84,c,8,2,11835,7022,2583,R,537,1473,274,1067,122,171,155,217,812,650,127,2100.00,2730.00,756.00,0,11467.00,0
60-240-90,60,240,90,c,8,2,11439,7565,2693,R,518,1473,276,1138,122,183,155,233,812,650,128,2250.00,2925.00,810.00,0,11071.00,0
60-240-120,60,240,120,c,8,3,15212,8194,6376,B,703,1485,299,1700,122,163,155,207,812,650,126,3000.00,3900.00,1080.00,0,14807.00,0
60-240-150,60,240,150,c,8,4,20152,10209,7886,B,888,1497,322,2105,122,152,155,194,812,650,125,3750.00,4875.00,1350.00,0,19710.00,0
60-240-180,60,240,180,c,8,4,24573,12049,9571,B,1020,1499,332,2510,122,183,155,233,812,650,128,4500.00,5850.00,1620.00,0,24131.00,0
60-240-210,60,240,210,c,8,7,28763,14854,10291,B,1463,1532,384,2915,122,122,155,155,812,650,122,5250.00,6825.00,1890.00,0,28210.00,0
60-240-240,60,240,240,c,8,8,32170,16434,12236,B,1660,1545,408,3320,122,122,155,155,812,650,122,6000.00,7800.00,2160.00,0,31581.00,0
60-270-12,60,270,12,c,9,1,6381,1308,692,R,243,1636,254,249,122,49,155,62,812,650,115,337.50,438.75,121.50,0,6013.00,0
60-270-18,60,270,18,c,9,1,6921,1980,755,R,258,1636,258,329,122,73,155,93,812,650,117,506.25,658.13,182.25,0,6552.00,0
